hard_text,profession,gender
"The opposite of this would be filmmakers such as Hawks and Scorsese who have professed, not necessarily an anti-intellectual stance, but either an ignorance of the theories or an unwillingness to involve themselves in the philosophical debates surrounding film. Agnes Varda is quite the opposite. Every frame, every scene, every sequence is aware of itself as such. The lens is always self-conscious and the scene is always self-reflective. Varda's films are always talking to themselves. 'Her films show a deep awareness of the signifying power of every element of the images of which they are made' (196).",9,1
"By questioning the ethics of the witness statement, she also puts into doubt the efficacy of the first-hand document. For her project in Southend, the artist intends to conduct research into the documentary methods used by film collectives in the UK during the 1970s and 1980s. Historical groups such as Cinema Action and the Berwick Street Film Collective tackled issues relating to housing, urban development and community cohesion. Through active discussion and collaborative work with local communities, Bauer will critically test the political effectiveness and potential of such collaborative working practices today.",9,1
"She has been making films for 17 years. Her films are experimental in form and often centred upon real life people or events. Her films often employ methods from her printmaking background, but always explore and stretch the material possibilities of the medium. Her films have won a great many awards and travelled widely to international film festivals. Elizabeth enjoys sharing her practice through lecturing and workshops, and she collaborates with artist Emily Tracy and The Creative Research Collective.",9,1
"Anna worked in different production, art and media projects around the world (Youth Media, BBC World Service Trust, Adobe Youth Voices). She made several short films exploring the poetic dialog between documentary and experimental genres, co-directed the film “God’s mistake”, which was screened and won awards at many international film festivals. Anna is now working at Off World as a director and editor.",9,1
"Her documentary films have played at MIFF, SFF, Adelaide Film Festival, Antenna Film Festival, New Zealand International Film Festival and BFI London. She was the recipient of the 2015 AFTRS Creative Fellowship to create her first feature length experimental work [CENSORED]. Her documentary Smut Hounds screened at MIFF in 2015.",9,1
"Before American Honey, her first American film, Arnold stuck to British urbanism. From her first short Wasp, to the later features Red Road and Fish Tank, Arnold’s films have explored the lives of the working and underclasses in Britain, using female leads who are often outsiders in their communities. So with American Honey being set in a place never before explored by the British director, how does the realist style that she adopts so well in her home country travel abroad?",9,1
"She has had a number of special kitties in her life, including her childhood cat Rosie, two tuxedos named Sammy and Betty, her furry nieces Mimie and Maggie, and of course the exceptional feline candidate, Hank. Emma has created award-winning films and content for a number of outlets, including Maryland Public Television, WETA Television, the Hillwood Museum, and the National Science Foundation. While in post-production for Wild About Hank, Emma is also collaborating with the Humane Society of the United States and the Center for Environmental Filmmaking at American University on a smaller video project, which tells the story of a Rural Vet Clinic at the Fort Apache Indian Reservation in Arizona. Emma is an adjunct instructor and MFA Film candidate at American University.",9,1
"She approaches communication and troubleshooting like an art, her passion and energy often driving other people to success. Ashley is proficient in both EP Budgeting and Scheduling and has experience…",9,1
"Her multimedia-based works include installation, performance, video, and print-media. Her research on and work surrounding the relationships that art establishes with life examines production, consumption, commerce, dissemination of information, and political subjecthood. Aranda is a long-term collaborator with and co-editor for e-flux, a publishing platform, archive, artist project, curatorial platform, and cultural enterprise founded in 1998, within which she has produced numerous projects and publications. Aranda’s work was included in The Kitchen’s 2008 exhibition The Future as Disruption, and applied her exploration of aforementioned themes to an examination of the anxieties of the historical moment. For more information please visit: http://www.mor-charpentier.com/artist/julieta-aranda/",9,1
"She studied at the acclaimed International School of Film and Television (EICTV) of San Antonio de los Baños, Cuba, with a specialization in Film Production. Her work is dedicated to supporting and exploring Latin American culture, indigenous perspectives and human rights. She has worked in over 30 film productions and is the founder of the Cinescope: Iberoamerican Film Forum. Her first feature-length documentary, Nikkei (2011), screened at numerous film festivals and is an important film work for its examination of Asian immigration to Latin America.",9,1
"Graduated with Architecture degree from Universiti Malaya, her works mainly revolves around relationship of human and space. She works predominantly in medium of photography and drawing, currently exploring filmmaking for creative self-expression.",9,1
